rap;pt;zed;jetpt;jetrap;cent;Model_CtauTrueRes_PP;Model_CtauTrue_PP;sigmaB_JpsiNoPR_PP;sigmaB_Psi2SNoPR_PP;lambdaDSS_JpsiNoPR_PP;lambdaDSS_Psi2SNoPR_PP;
1.6-2.4;3.0-35.0;0.20-0.40;35.0-45.0;0.0-2.4;0-100;Delta;SingleSidedDecay;
1.6-2.4;3.0-35.0;0.40-0.60;35.0-45.0;0.0-2.4;0-100;Delta;SingleSidedDecay;
1.6-2.4;3.0-35.0;0.60-0.80;35.0-45.0;0.0-2.4;0-100;Delta;SingleSidedDecay;
1.6-2.4;3.0-35.0;0.80-1.00;35.0-45.0;0.0-2.4;0-100;Delta;SingleSidedDecay;
